character_id,canonical_name,japanese_name,romanized_name,official_english_name,origin,residence,debut_episodes_id,debut_manga_id,affiliations,status,age_at_death,height_cm,blood_type,devil_fruit,devil_fruit_type,birthday,liveaction_portrayal,name_meaning
724,Koito,小糸,Koito,,,Wano Country (Ebisu Town),923.0,930.0,,Alive,,,,,,,,
725,Kobei,幸べエ,Kōbē,Kobei,,Wano Country (Flower Capital),922.0,929.0,,Alive,,,,,,,,
726,Koda,コーダ,Kōda,Koda,,,381.0,285.0,Marines,Alive,,,,,,,,
727,Koala,コアラ,Koara,Koala,,Baltigo (former); Foolshout Island (former); Mary Geoise (former); Momoiro Island,541.0,622.0,Revolutionary Army; Sun Pirates (former); Slavery (former),Alive,,160.0,F,,,October 25th,,
728,Kisegawa,きせ川,Kisegawa,Kisegawa,,Wano Country (Flower Capital),922.0,929.0,,Alive,,,,,,,,
729,Kitton,キットン,Kitton,Kitton,,,418.0,523.0,,Alive,,,,,,,,
730,Koby,コビー,Kobī,"Koby (VIZ, Odex),Coby (Funimation, 4Kids)",East Blue,Shells Town (former); Goat Island (former),1.0,2.0,"Marines (SWORD), Marine 153rd Branch (former); Alvida Pirates (defected)",Alive,,167.0,F,,,May 13th,Morgan Davies,
731,Mozu and Kiwi,モズ&キウイ,Mozu & Kiui,Mozu and Kiwi,"Grand Line (Water 7, Slums)",Water 7,233.0,329.0,Franky Family,Alive,,187.0,F,,,January 7th (Mozu); September 1st (Kiwi),,
732,Mushroom,キノコ,Kinoko,Mushroom,,,437.0,536.0,Buggy Pirates,Alive,,,,,,,,
733,Kinga,キンガ,Kinga,Kinga,,,467.0,570.0,Whitebeard Pirates,Alive,,,,,,,,
734,Kingdew,キングデュー,Kingudyū,Kingdew,Grand Line,,461.0,562.0,Whitebeard Pirates,Alive,,,,,,November 13th,,
735,Kingbaum,キングバーム,Kingubāmu,Kingbaum,Grand Line (Totto Land),Whole Cake Island (Seducing Woods),797.0,836.0,Big Mom Pirates; Charlotte Family,Unknown,,2340.0,,,,July 13th,,
736,Kinderella,キンデレラ,Kinderera,Kinderella,,,778.0,261.0,Evil Black Drum Kingdom,Alive,,,,,,January 20th,,
737,King,"Ryu Ryu no Mi, Model: Pteranodon",Kingu,King,Grand Line,Wano Country,910.0,920.0,Beasts Pirates,Alive,,613.0,S,Dragon-Dragon Fruit,Ancient Zoan,December 1st,,"Dragon, Pteranodon"
738,Kirintauros,キリンタウロス,Kirintaurosu,Kirintauros,,,582.0,658.0,Caesar Clown; Centaur Patrol Unit,Alive,,,,,,,,
739,Kirinkodanuki,キリン子ダヌキ,Kirinkodanuki,,,,18.0,22.0,Animals of the Island of Rare Animals,Alive,,,,,,,,
740,Kinbō,キン坊,Kinbō,,,Wano Country (Okobore Town),904.0,917.0,,Alive,,,,,,,,
741,Killer,キラー,Kirā,Killer,South Blue,,392.0,498.0,Kid Pirates; Kurozumi Orochi (defected),Unknown,,195.0,X,,,February 2nd,,
742,Kin'emon,Fuku Fuku no Mi,Kin'emon,Kin'emon,Grand Line (Wano Country),Wano Country (Kuri),580.0,656.0,Kozuki Family; Ninja-Pirate-Mink-Samurai Alliance; Nine Red Scabbards,Alive,,295.0,X,Garb-Garb Jutsu,Paramecia,January 29th,,Clothing
743,Kikyo,キキョウ,Kikyō,Kikyo,Calm Belt (Amazon Lily),Amazon Lily,408.0,514.0,Kuja,Alive,,,,,,July 27th,,
744,Kiku,キク,Kiku,Kiku,,Amazon Lily,409.0,515.0,Kuja,Alive,,,,,,,,
745,Kikipatsu,キキパツ,Kikipatsu,,,,917.0,925.0,Blackbeard Pirates,Alive,,,,,,,,
746,Kikunojo,菊之丞,Kikunojō,Kikunojo,Grand Line (Wano Country),Wano Country (Ringo (Former)‡; Kuri),899.0,913.0,Kozuki Family; Nine Red Scabbards,Alive,,287.0,XF,,,September 9th,,
747,Kimel,キメル,Kimeru,Kimel,,,461.0,552.0,Spade Pirates,Alive,,,,,,,,
748,Kibin,キビン,Kibin,Kibin,,,475.0,594.0,Marines,Alive,,,,,,,,
749,Kibagaeru,キバガエル,Kibagaeru,Kibagaeru,,,208.0,306.0,Foxy Pirates; Fanged Toad Pirates (former),Alive,,,,,,,,
750,Kelly Funk,Jake Jake no Mi,Kerī Fanku,Kelly Funk,Grand Line (Mogaro Kingdom),,633.0,704.0,Mogaro Kingdom,Alive,,168.0,X,Jacket-Jacket Fruit,Paramecia,December 9th,,Jacket
751,Kīsu,キース,Kīsu,,,Mokomo Dukedom (Whale Forest),759.0,809.0,Guardians,Alive,,,,,,,,
752,Kebi,ケビ,Kebi,Kebi,,Arabasta,100.0,164.0,Arabasta Kingdom; Suna Suna Clan (formerly); Rebel Army (formerly),Alive,,,,,,,,
753,Kiev,キエフ,Kiefu,Kiev,,Water 7,231.0,325.0,Franky Family; Galley-La Company,Alive,,,,,,,,
754,Kazenbo,火前坊,Kazenbō,Kazenbo,,,1055.0,1030.0,Kurozumi Family,Deceased,,,,,,,,
755,Kechatch,ケチャッチ,Kechatchi,Kechatch,,,,553.0,Whitebeard Pirates,Alive,,,,,,,,
756,Katsuzo,勝ぞう,Katsuzō,Katsuzo,,,960.0,960.0,,Deceased,,,,,,,,
757,Kazekage,風影,Kazekage,Kazekage,Wano Country,"Flower Capital, Wano Country",925.0,931.0,Beasts Pirates; Orochi Oniwabanshu (former),Alive,,192.0,F,,,February 28th,,
758,Kawamatsu,河松,Kawamatsu,Kawamatsu,,Wano Country,910.0,920.0,Kozuki Family; Nine Red Scabbards,Alive,,271.0,F,,,June 14th,,
759,Kaya,カヤ,Kaya,Kaya,East Blue (Gecko Islands),Syrup Village,9.0,23.0,,Alive,,169.0,F,,,August 24th,Celeste Loots,
760,Kashigami,カシ神,Kashigami,Kashigami,,,187.0,287.0,Shandia,Deceased,,,,,,November 4th,,
761,Kashii,カーシー,Kāshī,Kashii,Grand Line (Elbaf),ElbafEnies Lobby (former)Water 7 (former),265.0,377.0,"World Government (defected), Giant Warrior Pirates",Alive,,1700.0,X,,,April 1st,,
762,Karma,カルマ,Karuma,Karma,,,467.0,553.0,Takotopus Pirates; Whitebeard Pirates,Alive,,,,,,June 6th,,
763,Karoo,カルー,Karū,"Karoo (Viz, 4Kids, Funimation);Kalu (Odex)",Grand Line (Arabasta Kingdom),Arabasta Kingdom (Alubarna),65.0,109.0,"Super Spot-Billed Duck Troops, Nefertari Vivi, Straw Hat Pirates (former), Baroque Works (former)",Alive,,150.0,F,,,November 8th,,
764,Karasu,Susu Susu no Mi,Karasu,Karasu,North Blue,Baltigo (former); Momoiro Island,510.0,593.0,Revolutionary Army (North Army),Alive,,265.0,S,Soot-Soot Fruit,Logia,September 18th,,Soot
765,Moneypenny,カネゼニー,Kanezenī,Moneypenny,,,278.0,398.0,,Alive,,,,,,,,
766,Kasagoba,カサゴバ,Kasagoba,KasagonKasagoba (WT100),Grand Line (Ryugu Kingdom; Fish-Man Island),Fish-Man District (former),527.0,607.0,New Fish-Man Pirates,Alive,,,,,,,,
767,Kasa,カサ,Kasa,Kasa,,,511.0,594.0,Raijin Island,Alive,,,,,,,,
768,Kaneshiro,カネシロ,Kaneshiro,Kaneshiro,"Grand Line (Ryugu Kingdom, Fish-Man Island)","Fish-Man District (former),  Arlong Park (former)",31.0,72.0,Arlong Pirates; Sun Pirates (former),Alive,,,,,,December 2nd,,
769,Kappa,カッパ,Kappa,Kappa,,Nanohana,105.0,167.0,,Alive,,,,,,,,
770,Kamijiro,噛二郎,Kamijirō,Kamijiro,,,901.0,914.0,Beasts Pirates,Alive,,,,,,,,
771,Kamekichi,カメ吉,Kamekichi,,,Wano Country (Flower Capital),918.0,926.0,,Alive,,,,,,,,
772,Kalifa,Awa Awa no Mi,Karifa,Kalifa,Grand Line,,230.0,323.0,CP0; CP9 (former); Galley-La Company (former),Alive,,185.0,XF,Bubble-Bubble Fruit,Paramecia,April 23rd,,Bubble
773,Kalgara,カルガラ,Karugara,KalgaraCalgara (Funimation subs),Grand Line,,187.0,286.0,Shandia,Deceased,39.0,222.0,X,,,October 4th,,
774,Kakunoshin,カクの進,Kakunoshin,,,Wano Country (Flower Capital),918.0,926.0,Kozuki Family; Ninja-Pirate-Mink-Samurai Alliance,Alive,,,,,,,,
775,Blockhead,カクカク,Kakukaku,Blockhead,,Water 7,237.0,334.0,,Alive,,,,,,,,
776,Kaku (Kyoshiro Family),カクさん,Kaku-san,Kaku,,,919.0,927.0,Kyoshiro Family,Alive,,,,,,,,
777,Kamakiri,カマキリ,Kamakiri,Kamakiri,Sky Islands (Skypiea),,163.0,249.0,Shandia; God's Guards,Alive,,214.0,F,,,July 10th,,
778,Spara Heetpack,カイロ ・クレヨ,Kairo Kureyo,Spara Heetpack,,,437.0,535.0,,Unknown,,,,,,,,
779,Kaku (CP0),"Ushi Ushi no Mi, Model: Giraffe",Kaku,Kaku,East Blue,Guanhao (former),230.0,323.0,CP0; CP9 (former); Galley-La Company (former),Alive,,193.0,X,Ox-Ox Fruit Giraffe Model,Zoan,August 7th,,Giraffe
780,Kairiken,カイリケン,Kairiken,Kairiken,,,392.0,498.0,Sabaody Archipelago,Alive,,,,,,January 24th,,
781,Kairen,カイレン,Kairen,Kairen,Grand Line (Ryugu Kingdom; Fish-Man Island),Mermaid Cove (Coral Hill),527.0,608.0,Mermaid Cafe,Alive,,,,,,,,
782,Keygan,カギッコ,Kagikko,Keygan,East Blue,,,64.0,Krieg Pirates,Alive,,,,,,October 27th,,
783,Kaido,"Uo Uo no Mi, Model: Seiryu",Kaidō,Kaido,Grand Line,Wano Country (Onigashima);Vodka Kingdom (former),736.0,795.0,Beasts Pirates; Rocks Pirates (former); Four Emperors (former),Unknown,,710.0,F,Fish-Fish Fruit,Mythical Zoan,May 1st,,"Fish, Azure Dragon"
784,Kadar,カダル,Kadaru,Kadar,,,541.0,622.0,"Marines, G-2",Unknown,,,,,,July 29th,,
785,Kagerō,カゲロウ,Kagerō,,,Wano Country,909.0,920.0,Kozuki Family; Ninja-Pirate-Mink-Samurai Alliance,Alive,,,,,,,,
786,Julius,ユリウス,Yuriusu,Julius,,,489.0,578.0,Ally of the Whitebeard Pirates,Alive,,,,,,,,
787,Juki,十鬼（ジューキ）,Jūki,Juki,,,982.0,977.0,Beasts Pirates (Numbers),Alive,,,,,,,,
788,Cub,"Mushi Mushi no Mi, Model: Kabutomushi",Kabu,Cub; Kabu (FUNimation (Ep 640-648)),,,640.0,710.0,Tontatta Kingdom; Tontatta Pirates; Straw Hat Grand Fleet,Alive,,,,Bug-Bug Fruit,Zoan,July 1st,,Insect; Rhinoceros Beetle
789,Judi,ジュディ,Judi,Judi,Grand Line,Sabaody Archipelago,393.0,499.0,Marie,Alive,,,,,,November 2nd,,
790,Junan,ジュナン,Junan,Junan,Grand Line (Ryugu Kingdom; Fish-Man Island),Gyoverly Hills,530.0,611.0,Criminal,Alive,,,,,,,,
791,Jozu,Kira Kira no Mi,Jozu,Jozu,West Blue,,151.0,234.0,Whitebeard Pirates,Alive,,503.0,X,Twinkle-Twinkle Fruit,Paramecia,November 11th,,Sparkle
792,Joyboy,ジョイボーイ,Joi Bōi,Joyboy (VIZ Media);Joy Boy (Funimation),,,,,,,,,,,,,,
793,Jūjirō,十字ロウ,Jūjirō,,,Wano Country (Flower Capital),918.0,926.0,Kozuki Family; Ninja-Pirate-Mink-Samurai Alliance,Alive,,,,,,,,
794,Joseph,ヨセフ,Yosefu,Joseph,,,635.0,705.0,CP0,Alive,,,,,,,,
795,Joshu,ジョシュ,Joshu,,,Egghead,1095.0,1065.0,Edison,Alive,,,,,,,,
796,George,ジョルジ,Joruji,George,,,248.0,353.0,World Government,Alive,,,,,,,,
797,Johnny,ジョニー,Jonī,Johnny,East Blue,,19.0,42.0,Yosaku; Roronoa Zoro's band (former);,Alive,,186.0,F,,,November 12th,,
798,Jorul,ヨルル,Yoruru,Jorul,Grand Line (Elbaf),Elbaf,836.0,866.0,Giant Warrior Pirates; Elbaf,Deceased,344.0,2150.0,F,,,December 4th,,
799,John,ジョン,Jon,John,,,344.0,450.0,Rocks Pirates (former); Thriller Bark Pirates (post mortem),Deceased,,,,,,,,
800,Jobo,ジョボ,Jobo,Jobo,,Mock Town,150.0,232.0,,Alive,,,,,,,,
801,John Giant,ジョン・ジャイアント,Jon Jaianto,John Giant,,Elbaf (former),45.0,96.0,Marines,Alive,,,,,,May 19th,,
802,Jizō,地蔵,Jizō,,,,951.0,951.0,Beasts Pirates; Kurozumi Family (Mimawarigumi) (former),Alive,,,,,,,,
803,Jiron,ジロン,Jiron,Jiron,,Baltigo (former); Momoiro Island,,1082.0,Revolutionary Army,Alive,,,,,,,,
804,Jo,ジョー,Jō,Jo,,,947.0,948.0,Ninja-Pirate-Mink-Samurai Alliance,Alive,,,,,,,,
805,Jibuemon,地武えもん,Jibuemon,Jibuemon,,Wano Country (Kibi),911.0,920.0,Kozuki Family,Alive,,,,,,,,
806,Jigoku-Benten,地獄弁天,Jigoku Benten,Jigoku-Benten,Wano Country,"Flower Capital, Wano Country",925.0,931.0,Beasts Pirates; Orochi Oniwabanshu (former); Kurozumi Family (former),Alive,,225.0,X,,,October 18th,,
807,Jimbei,ジンベエ,Jinbē,Jimbei;Jinbe (OPCG),"Grand Line (Ryugu Kingdom, Fish-Man Island)",Fish-Man District (former),430.0,528.0,Straw Hat Pirates;Straw Hat Grand Fleet;Sun Pirates (former);Ally of the Big Mom Pirates (former);Seven Warlords of the Sea (former);Ryugu Kingdom (resigned);Impel Down (former);Ninja-Pirate-Mink-Samurai Alliance (disbanded),Alive,,301.0,F,,,April 2nd,,
808,Jigra,ジグラ,Jigura,Jigra,,,830.0,860.0,Underworld; Organ Dealing Assassination Group (Non-Canon)≠,Deceased,,,,,,,,
809,Jewelry Bonney,Toshi Toshi no Mi,Juerī Bonī,Jewelry Bonney,Red Line (Mary Geoise),"South Blue (Sorbet Kingdom) (former); Egghead (former, temporary)",392.0,498.0,Bonney Pirates,Alive,,174.0,F,Age-Age Fruit,Paramecia,September 1st,,Age; Year
810,Jigoro,ジゴロウ,Jigorō,Jigoro,West Blue,,346.0,452.0,Thriller Bark Pirates,Deceased,59.0,238.0,S,,,February 21st,,
811,Jerry,ジェリー,Jerī,Jerry,South Blue (Karate Island),,253.0,362.0,CP6,Alive,,676.0,XF,,,February 22nd,,
812,Jero,ジェロ,Jero,Jero,,,606.0,680.0,Marines; G-5,Alive,,,,,,,,
813,Jesus Burgess,Riki Riki no Mi,Jīzasu Bājesu,"Jesus Burgess (VIZ, uncut dub);G. Zass Burgess (edited dub)",Grand Line,,146.0,222.0,Blackbeard Pirates,Alive,,355.0,F,Strong-Strong Fruit,Paramecia,December 25th,,Strength
814,Mokku Taun,モックタウン,Mokku Taun,,,,,,,,,,,Mock Town,,,,
815,Jīpu,ジープ,Jīpu,,,South Fire Kingdom,884.0,906.0,Levely,Alive,,,,,,,,
816,Dez Tinny,ジャン・ゴエン,Jan Goen,Dez Tinny,Grand Line,,423.0,526.0,,Alive,,,,,,September 24th,,
817,Jean Bart,ジャンバール,Janbāru,Jean Bart,,,391.0,497.0,Heart Pirates; his own crew (former); Ninja-Pirate-Mink-Samurai Alliance,Unknown,,,,,,April 6th,,
818,Jet,ジェット,Jetto,Jet; Jeet,,,633.0,704.0,Ideo Pirates; Straw Hat Grand Fleet,Alive,,,,,,,,
819,Jean Ango,ジャン・アンゴ,Jan Ango,Jean Ango,,,639.0,706.0,,Alive,,,,,,August 14th,,
820,Jarul,ヤルル,Yaruru,Jarul,Grand Line (Elbaf),Elbaf,836.0,866.0,Giant Warrior Pirates; Elbaf,Unknown,,2050.0,F,,,December 8th,,
821,St. Jaygarcia Saturn,ジェイガルシア・サターン聖,Jeigarushia Satān Sei,St. Jaygarcia Saturn,,Mary Geoise,151.0,233.0,Five Elders; World Nobles,Alive,,,,,,,,
822,Django,ジャンゴ,Jango,"Django (Viz, 4Kids, Funimation subs);Jango (Funimation dub, WT100, live-action series)",East Blue,,9.0,25.0,Marines; Black Cat Pirates (former),Alive,,207.0,S,,,December 28th,,
823,Jaki,四鬼（ジャキ）,Jaki,Jaki,,,955.0,954.0,Beasts Pirates (Numbers),Alive,,,,,,,,
824,Saint Jalmack,ジャルマック聖,Jarumakku Sei,Saint Jalmack,,Mary Geoise,502.0,588.0,World Government,Alive,,,,,,November 9th,,
825,Jaguar D. Saul,ハグワール・D（ディー）・サウロ,Haguwāru Dī Sauro,Jaguar D. Saul,South Blue,Elbaf,275.0,392.0,Marines (defected),Alive,,1950.0,F,,,March 6th,,
826,Jackson Burner,ジャクソンバナー,Jakusonbanā,Jackson Burner,,,968.0,967.0,Roger Pirates,Unknown,,,,,,,,
827,Zombie,ゾンビ,Zonbi,Zombie,,,,,,,,,,,,,,
828,Jabra,"Inu Inu no Mi, Model: Wolf",Jabura,Jabra,North Blue,Guanhao (former),264.0,375.0,CP0; CP9 (former),Alive,,212.0,S,Mutt-Mutt Fruit Wolf Model,Zoan,June 5th,,Dog
829,Jagger,ジャガー,Jagā,Jagger,,,1067.0,1039.0,Kid Pirates,Unknown,,,,,,,,
830,Jack,"Zou Zou no Mi, Model: Mammoth",Jakku,Jack,Grand Line,Wano Country,746.0,801.0,Beasts Pirates,Alive,,830.0,F,Elephant-Elephant Fruit,Ancient Zoan,September 28th,,Elephant
831,Iyan'ēnō Chinode,イヤンエーノウ・チノデ,Iyan'ēnō Chinode,,,,,1074.0,World Economy News Paper,Alive,,,,,,,,
832,Iwatobi,イワトビ,Iwatobi,,,Whiteland Kingdom,777.0,823.0,Levely,Alive,,,,,,,,
833,Izo,イゾウ,Izō,Izo,Grand Line (Wano Country),Wano Country (Ringo),461.0,553.0,Whitebeard Pirates (former); Kozuki Family,Deceased,,192.0,X,,,October 13th,,
834,Itomimizu,イトミミズ,Itomimizu,Itomimizu,,,209.0,306.0,Foxy Pirates,Alive,,,,,,January 11th,,
835,Isuka,イスカ,Isuka,Isuka,,,,,,Alive,,,,,,,,
836,Issho,Zushi Zushi no Mi,Isshō,Issho,Grand Line,,630.0,701.0,Marines,Alive,,270.0,S,Press-Press Fruit,Paramecia,August 10th,,Sound of heavy stomps
837,Ishilly,イシリー,Ishirī,Ishilly (Viz);Ishily (WT100),Grand Line (Ryugu Kingdom; Fish-Man Island),Mermaid Cove (Coral Hill),527.0,608.0,Mermaid Café,Alive,,,,,,May 4th,,
838,Island Eater,島食い,Shima Kui,Island Eater,Grand Line,,77.0,128.0,,Deceased,,,,,,April 21st,,
839,Islewan,アイルワン,Airuwan,Islewan,,,462.0,553.0,Whitebeard Pirates,Alive,,,,,,January 1st,,
840,Verree Finework,イーシゴ・シテマンナ,Īshigo Shiteman'na,Verree Finework,,Water 7,231.0,325.0,,Alive,,,,,,,,
841,Isa,イーサ,Īsa,Isa,,,168.0,256.0,Shandia,Alive,,,,,,,,
842,Matsu,いっぽんマツ,Ipponmatsu,Matsu (Viz)Ipponmatsu (WT100),East Blue (Loguetown),Loguetown,49.0,97.0,Loguetown Arms Shop,Alive,,157.0,X,,,January 31st,,
843,Inoichibannosuke,いの一番の助,Inoichibannosuke,,,Wano Country (Bakura Town),904.0,917.0,,Alive,,,,,,,,
844,Inuarashi,イヌアラシ,Inuarashi,DogstormDogupine (former)Inuarashi (WT100),Grand Line (Mokomo Dukedom),Zou (former) (Kurau City)Wano Country,756.0,808.0,Mokomo Dukedom; Musketeers; Kozuki Family; Inuarashi Musketeer Squad; Ninja-Pirate-Mink-Samurai Alliance (disbanded); Nine Red Scabbards; Roger Pirates (former); Whitebeard Pirates (former),Alive,,511.0,X,,,October 11th,,
845,Ippon Ume,いっぽんウメ,Ippon'ume,Ippon Ume,East Blue,Loguetown,49.0,97.0,Loguetown Arms Shop,Alive,,,,,,December 1st,,
846,Inuppe,犬ッペ,Inuppe,Dog PenguinInuppe (OPCG),,,345.0,451.0,Thriller Bark; Penguin Trio,Deceased,,,,,,December 16th,,
847,Indigo,インディゴ,Indigo,Indigo,,Merveille,429.0,0.0,Golden Lion Pirates,Alive,,,,,,December 5th,,
848,Inukai,犬飼,Inukai,,,Wano Country,926.0,932.0,,Alive,,,,,,,,
849,Inhel,インヘル,Inheru,Inhel,,,648.0,718.0,Tontatta Kingdom Scouting Unit; Tontatta Pirates; Straw Hat Grand Fleet,Alive,,,,,,,,
850,Inbi,一美（インビ）,Inbi,Inbi,,,955.0,954.0,Beasts Pirates (Numbers),Alive,,,,,,,,
851,Ikkaku (Heart Pirates),イッカク,Ikkaku,Ikkaku,,,757.0,810.0,Heart Pirates,Unknown,,,,,,December 7th,,
852,Ikkaku (Wano),一鶴,Ikkaku,,,Wano Country (Bakura Town),902.0,915.0,,Alive,,,,,,,,
853,Imu,イム,Imu,Imu,,Mary Geoise (Pangaea Castle),885.0,906.0,World Government,Alive,,,,,,,,
854,Inazuma,Choki Choki no Mi,Inazuma,Inazuma,South Blue,Baltigo (former); Momoiro Island,438.0,536.0,Kamabakka Kingdom; Newkama Land; Revolutionary Army; Impel Down (former),Alive,,228.0,F,Snip-Snip Fruit,Paramecia,August 3rd,,Sound of scissors
855,Igaram,イガラム,Igaramu,Igaram,Grand Line (Arabasta Kingdom),,64.0,106.0,Arabasta; Baroque Works (former),Alive,,218.0,X,,,December 6th,,
856,Ikaros Much,イカロス・ムッヒ,Ikarosu Muhhi,Ikaros Much,Grand Line (Ryugu Kingdom; Fish-Man Island),Fish-Man District (former),530.0,611.0,New Fish-Man Pirates,Alive,,499.0,XF,,,January 13th,,
857,Ideo,イデオ,Ideo,Ideo,Grand Line,,633.0,706.0,Ideo Pirates; Straw Hat Grand Fleet,Alive,,225.0,X,,,October 10th,,
858,Ideaman,アイデアマン,Aideaman,Ideaman,East Blue,,25.0,55.0,Krieg Pirates,Alive,,,,,,March 17th,,
859,Yves,イブス,Ibusu,Yves,,,671.0,738.0,Doerena Kingdom; Donquixote Pirates,Alive,,,,,,,,
860,"Ichika, Nika, Sanka, Yonka, Yonka Two","イチカ, ニカ, サンカ, ヨンカ, ヨンカツー","Ichika, Nika, Sanka, Yonka, Yonka Tsū","Ichika, Nika, Sanka, Yonka, Yonka Two",Grand Line (Ryugu Kingdom; Fish-Man Island),Mermaid Cove (Coral Hill),527.0,608.0,Neutral,Alive,,,,,,,,
861,Iceberg,アイスバーグ,Aisubāgu,Iceberg,Grand Line (Water 7),Water 7,230.0,323.0,Galley-La Company; Water 7; Tom's Workers (former),Alive,,199.0,X,,,January 3rd,,
862,Hyoutauros,ヒョウタウロス,Hyōtaurosu,Hyoutauros,,,582.0,658.0,Caesar Clown; Centaur Patrol Unit,Alive,,,,,,,,
863,Hyouzou,ヒョウゾウ,Hyōzō,Hyouzou,Grand Line (Ryugu Kingdom; Fish-Man Island),Ryugu Kingdom (former),527.0,607.0,New Fish-Man Pirates,Alive,,327.0,X,,,April 18th,,
864,Hyogoro,ヒョウ五郎,Hyōgorō,Hyogoro,,"Flower Capital (former); Udon, Wano Country",919.0,926.0,,Alive,,100.0,S,,,February 14th,,
865,Ibiributsu,イビリブツ,Ibiributsu,,,,919.0,926.0,Beasts Pirates,Alive,,,,,,,,
866,Humphrey,ハンフリー,Hanfurī,Humphrey,,,517.0,598.0,Sabaody Archipelago,Alive,,,,,,,,
867,Hublot,ウブロ,Uburo,Hublot,,,461.0,552.0,Spade Pirates,Alive,,,,,,,,
868,Hound,ハウンド,Haundo,Hound,,,,1078.0,Marines,Alive,,,,,,,,
869,Hototogisu,ホトトギス,Hototogisu,,,,705.0,766.0,Marines,Alive,,,,,,,,
870,Hotori and Kotori,ホトリとコトリ,Hotori to Kotori,Hotori and Kotori,Sky Islands (Birka),,171.0,261.0,God's Army,Unknown,,179.0,S,,,March 10th,,
871,Hustle,ハッスル,Hassuru,Hustle,East Blue,,,60.0,Krieg Pirates,Alive,,,,,,July 28th,,
872,House,ハウス,Hausu,House,,,1067.0,1038.0,Kid Pirates,Unknown,,,,,,,,
873,Hotei,ホテイ,Hotei,Hotei,,,951.0,951.0,Beasts Pirates; Kurozumi Family (former),Alive,,,,,,,,
874,Hon'nā,ホンナー,Hon'nā,,Lvneel Kingdom,,187.0,287.0,,Deceased,,,,,,,,
875,Hop,ホップ,Hoppu,Hop,,,,1040.0,Kid Pirates,Unknown,,,,,,,,
876,Hongo,ホンゴウ,Hongō,Hongo,,,489.0,1.0,Red Hair Pirates,Alive,,,,,,,,
877,Home,ホメ,Home,,,Wano Country (Mt. Atama),912.0,921.0,Mt. Atama Thieves,Alive,,,,,,,,
878,Holly,ホーリー,Hōrī,Holly (VIZ); Holy (Funimation),,,155.0,241.0,God's Army,Alive,,,,,,November 7th,,
879,Holdem,ホールデム,Hōrudemu,Holdem,Wano Country,"Bakura Town, Wano Country",901.0,915.0,Beasts Pirates,Alive,,312.0,F,Lion SMILE,Artificial Zoan,August 21st,,
880,Michael and Hoichael,マイケル&ホイケル,Maikeru ando Hoikeru,Michael and Hoichael,,Water 7,313.0,432.0,Auntie,Alive,,,,,,July 18th,,
881,Hogback,ホグバック,Hogubakku,Hogback,West Blue,,340.0,446.0,Thriller Bark Pirates (Mysterious Four),Alive,,223.0,XF,,,December 19th,,
882,Hoe,ホエ,Hoe,Hoe,,Ryugu Palace,530.0,611.0,King Neptune; Fish-Man Island (Ryugu Kingdom),Alive,,,,,,September 13th,,
883,Hody Jones,ホーディ・ジョーンズ,Hōdi Jōnzu,"Hody Jones (Viz),Hordy Jones (FUNimation)",Grand Line (Ryugu Kingdom; Fish-Man Island),Fish-Man District (former),527.0,608.0,New Fish-Man Pirates; Ally of the Flying Pirates (former); Ryugu Kingdom (former),Alive,,331.0,F,,,April 14th,,
884,Hocker,ホッカー,Hokkā,Hocker,East Blue (Orange Town),Orange Town,6.0,12.0,Chouchou,Deceased,,,,,,May 17th,,
885,Hocha,ホチャ,Hocha,Hocha,,,275.0,391.0,Ohara Archaeologists,Deceased,,,,,,,,
886,Hou,ホウ,Hō,Hou (Viz)Ooh (WT100),,,128.0,213.0,Nefertari Family,Alive,,,,,,,,
887,Duke Genghis Baan,ひつギスカン公爵,Hitsugisukan Kōshaku,Duke Genghis Baan,,Zou,968.0,963.0,Mokomo Dukedom,Unknown,,,,,,,,
888,Hiroshi,ひろし,Hiroshi,,,Wano Country (Bakura Town),901.0,915.0,,Alive,,,,,,,,
889,Hiriluk,ヒルルク,Hiruruku,HirilukHiruruku (Odex),Grand Line (Drum Kingdom),Drum Island,85.0,141.0,,Deceased,68.0,213.0,F,,,January 12th,,
890,Hiramela,ヒラメラ,Hiramera,Hiramela (Viz);Hiramera (FUNimation),Grand Line (Ryugu Kingdom; Fish-Man Island),Mermaid Cove (Coral Hill),527.0,608.0,Mermaid Café,Alive,,,,,,,,
891,Hippo Gallant,カバ紳士,Kaba Shinshi,Hippo Gallant (Viz); Gentleman Hippopotamus (Funimation Sub); Hippo Gentleman (Funimation Dub),,,345.0,451.0,Thriller Bark Pirates,Deceased,,,,,,,,
892,Burn Scar,ヒノキズ,Hinokizu,Burn Scar,,,1083.0,1056.0,,Alive,,,,,,,,
893,Hip,ヒップ,Hippu,Hip,,,1065.0,1038.0,Kid Pirates,Unknown,,,,,,,,
894,Hina,Ori Ori no Mi,Hina,Hina,West Blue,,127.0,171.0,Marines (Black Cage Corps),Alive,,181.0,F,Bind-Bind Fruit,Paramecia,March 3rd,,Cage
895,Hildon,ヒルドン,Hirudon,Hildon,,,339.0,444.0,Thriller Bark Pirates,Deceased,,,,,,,,
896,Hihimaru,ひひ丸,Hihimaru,Hihimaru,,"Kuri, Wano Country",892.0,910.0,Beasts Pirates (defected),Alive,,,,,,,,
897,Hidayū,火太夫,Hidayū,,,Wano Country (Flower Capital),918.0,926.0,Kozuki Family; Ninja-Pirate-Mink-Samurai Alliance,Alive,,,,,,,,
