card_id,card_code,card_art_variant,card_name,character_id,card_rarity,card_color,card_expansion,card_power,card_cost,card_counter,card_effect,card_trigger,card_image,card_banned,is_character_card
OP04-070-0,OP04-070,0,Mr.3(Galdino),996.0,UC,Purple,OP04,4000.0,3.0,1000.0,[On Your Opponent's Attack] [Once Per Turn] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Give up to 1 of your opponent's Characters −1000 power during this turn.,,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-070.png?250502,0,True
OP04-071-0,OP04-071,0,Mr.4(Babe),1341.0,UC,Purple,OP04,6000.0,5.0,1000.0,"[On Your Opponent's Attack] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): This Character gains [Blocker] and +1000 power during this battle.(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-071.png?250502,0,True
OP04-072-0,OP04-072,0,Mr.5(Gem),983.0,R,Purple,OP04,8000.0,7.0,,[On Your Opponent's Attack] [Once Per Turn] DON!! −2 (You may return the specified number of DON!! cards from your field to your DON!! deck.) You may rest this Character: K.O. up to 1 of your opponent's Characters with a cost of 4 or less.,,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-072.png?250502,0,True
OP04-072-1,OP04-072,1,Mr.5(Gem) (Parallel),983.0,R,Purple,OP04,8000.0,7.0,,[On Your Opponent's Attack] [Once Per Turn] DON!! −2 (You may return the specified number of DON!! cards from your field to your DON!! deck.) You may rest this Character: K.O. up to 1 of your opponent's Characters with a cost of 4 or less.,,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-072_p1.png?250502,0,True
OP04-073-0,OP04-073,0,Mr.13 & Ms.Friday,,C,Purple,OP04,1000.0,3.0,2000.0,"[Activate: Main] You may trash this Character and 1 of your Characters with a type including ""Baroque Works"": Add up to 1 DON!! card from your DON!! deck and set it as active.",[Trigger] Play this card.,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-073.png?250502,0,False
OP04-074-0,OP04-074,0,Colors Trap,,R,Purple,OP04,,1.0,,"[Counter] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Up to 1 of your Leader or Character cards gains +1000 power during this battle. Then, rest up to 1 of your opponent's Characters with a cost of 4 or less.",[Trigger] Add up to 1 DON!! card from your DON!! deck and set it as active.,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-074.png?250502,0,False
OP04-075-0,OP04-075,0,Nez-Palm Cannon,,UC,Purple,OP04,,3.0,,"[Counter] Up to 1 of your Leader or Character cards gains +6000 power during this battle. Then, if you have 2 or less Life cards, add up to 1 DON!! card from your DON!! deck and rest it.",[Trigger] Add up to 1 DON!! card from your DON!! deck and set it as active.,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-075.png?250502,0,False
OP04-076-0,OP04-076,0,Weakness...Is an Unforgivable Sin.,,C,Purple,OP04,,1.0,,[Counter] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Up to 1 of your Leader or Character cards gains +1000 power during this turn.,[Trigger] Add up to 1 DON!! card from your DON!! deck and set it as active.,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-076.png?250502,0,False
OP04-077-0,OP04-077,0,Ideo,857.0,C,Black,OP04,2000.0,2.0,1000.0,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-077.png?250502,0,True
OP04-078-0,OP04-078,0,Oimo & Kashii,,C,Black,OP04,8000.0,6.0,1000.0,-,,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-078.png?250502,0,False
OP04-079-0,OP04-079,0,Orlumbus,465.0,C,Black,OP04,5000.0,4.0,1000.0,"[Activate: Main] [Once Per Turn] Give up to 1 of your opponent's Characters −4 cost during this turn and trash 2 cards from the top of your deck. Then, K.O. 1 of your {Dressrosa} type Characters.",,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-079.png?250502,0,True
OP04-080-0,OP04-080,0,Gyats,987.0,UC,Black,OP04,1000.0,1.0,2000.0,[On Play] Up to 1 of your {Dressrosa} type Characters can also attack active Characters during this turn.,,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-080.png?250502,0,True
OP04-081-0,OP04-081,0,Cavendish,1245.0,R,Black,OP04,6000.0,5.0,,"[DON!! x1] This Character can also attack active Characters.[When Attacking] You may rest your Leader: K.O. up to 1 of your opponent's Characters with a cost of 1 or less. Then, trash 2 cards from the top of your deck.",,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-081.png?250502,0,True
OP04-082-0,OP04-082,0,Kyros,682.0,R,Black,OP04,5000.0,3.0,,"If this Character would be K.O.'d, you may rest your Leader or 1 [Corrida Coliseum] instead.[On Play] If your Leader is [Rebecca], K.O. up to 1 of your opponent's Characters with a cost of 1 or less. Then, trash 1 card from the top of your deck.",,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-082.png?250502,0,True
OP04-082-1,OP04-082,1,Kyros (Parallel),682.0,R,Black,OP04,5000.0,3.0,,"If this Character would be K.O.'d, you may rest your Leader or 1 [Corrida Coliseum] instead.[On Play] If your Leader is [Rebecca], K.O. up to 1 of your opponent's Characters with a cost of 1 or less. Then, trash 1 card from the top of your deck.",,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-082_p1.png?250502,0,True
OP04-083-1,OP04-083,1,Sabo (Parallel),343.0,SR,Black,OP04,6000.0,5.0,1000.0,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] None of your Characters can be K.O.'d by effects until the start of your next turn. Then, draw 2 cards and trash 2 cards from your hand.",,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-083_p1.png?250502,0,True
OP04-083-2,OP04-083,2,Sabo (Parallel),343.0,SR,Black,OP04,6000.0,5.0,1000.0,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] None of your Characters can be K.O.'d by effects until the start of your next turn. Then, draw 2 cards and trash 2 cards from your hand.",,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-083_p2.png?250502,0,True
OP04-084-0,OP04-084,0,Stussy,224.0,C,Black,OP04,3000.0,2.0,,"[On Play] Look at 3 cards from the top of your deck and play up to 1 Character card with a type including ""CP"" other than [Stussy] and a cost of 2 or less. Then, trash the rest.",,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-084.png?250502,0,True
OP04-085-0,OP04-085,0,Suleiman,220.0,UC,Black,OP04,4000.0,3.0,1000.0,"[On Play]/[When Attacking] If your Leader has the {Dressrosa} type, give up to 1 of your opponent's Characters −2 cost during this turn. Then, trash 1 card from the top of your deck.",,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-085.png?250502,0,True
OP04-086-0,OP04-086,0,Chinjao,1152.0,C,Black,OP04,6000.0,5.0,1000.0,"[DON!! x1] When this Character battles and K.O.'s your opponent's Character, draw 2 cards and trash 2 cards from your hand.",,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-086.png?250502,0,True
OP04-087-0,OP04-087,0,Trafalgar Law,169.0,C,Black,OP04,7000.0,5.0,1000.0,-,,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-087.png?250502,0,True
OP04-088-0,OP04-088,0,Hajrudin,933.0,UC,Black,OP04,7000.0,6.0,1000.0,[Activate: Main] You may rest your 1 Leader: Give up to 1 of your opponent's Characters −4 cost during this turn.,,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-088.png?250502,0,True
OP04-090-0,OP04-090,0,Monkey.D.Luffy,558.0,SR,Black,OP04,7000.0,7.0,,"This Character can also attack active Characters.[Activate: Main] [Once Per Turn] You may return 7 cards from your trash to the bottom of your deck in any order: Set this Character as active. Then, this Character will not become active in your next Refresh Phase.",,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-090.png?250502,0,True
OP04-090-1,OP04-090,1,Monkey.D.Luffy (Parallel),558.0,SR,Black,OP04,7000.0,7.0,,"This Character can also attack active Characters.[Activate: Main] [Once Per Turn] You may return 7 cards from your trash to the bottom of your deck in any order: Set this Character as active. Then, this Character will not become active in your next Refresh Phase.",,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-090_p1.png?250502,0,True
OP04-091-0,OP04-091,0,Leo,668.0,UC,Black,OP04,2000.0,1.0,1000.0,"[On Play] You may rest your 1 Leader: If your Leader has the {Dressrosa} type, K.O. up to 1 of your opponent's Characters with a cost of 1 or less. Then, trash 2 cards from the top of your deck.",,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-091.png?250502,0,True
OP04-092-0,OP04-092,0,Rebecca,383.0,R,Black,OP04,2000.0,1.0,1000.0,"[On Play] Look at 3 cards from the top of your deck; reveal up to 1 {Dressrosa} type card other than [Rebecca] and add it to your hand. Then, trash the rest.",,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-092.png?250502,0,True
OP04-093-0,OP04-093,0,Gum-Gum King Kong Gun,,UC,Black,OP04,,3.0,,"[Main] Up to 1 of your {Dressrosa} type Characters gains +6000 power during this turn. Then, if you have 15 or more cards in your trash, that card gains [Double Attack] during this turn.(This card deals 2 damage.)",[Trigger] Draw 3 cards and trash 2 cards from your hand.,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-093.png?250502,0,False
OP04-094-0,OP04-094,0,Trueno Bastardo,,R,Black,OP04,,4.0,,"[Main] Choose up to 1 of your opponent's Characters with a cost of 4 or less and K.O. it. If you have 15 or more cards in your trash, choose up to 1 of your opponent's Characters with a cost of 6 or less instead of a Character with a cost of 4 or less.",[Trigger] You may rest your Leader: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-094.png?250502,0,False
OP04-096-0,OP04-096,0,Corrida Coliseum,,C,Black,OP04,,1.0,,"If your Leader has the {Dressrosa} type, your {Dressrosa} type Characters can attack Characters on the turn in which they are played.",,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-096.png?250502,0,False
OP04-097-0,OP04-097,0,Otama,1390.0,C,Yellow,OP04,,1.0,1000.0,[On Play] Add up to 1 of your opponent's {Animal} or {SMILE} type Characters with a cost of 3 or less to the top of your opponent's Life cards face-up.,,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-097.png?250502,0,True
OP04-098-0,OP04-098,0,Toko,178.0,UC,Yellow,OP04,,2.0,1000.0,"[On Play] You may trash 2 {Land of Wano} type cards from your hand: If you have 1 or less Life cards, add 1 card from the top of your deck to the top of your Life cards.",,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-098.png?250502,0,True
OP04-099-0,OP04-099,0,Olin,1197.0,R,Yellow,OP04,7000.0,7.0,,Also treat this card's name as [Charlotte Linlin] according to the rules.,"[Trigger] If you have 1 or less Life cards, play this card.",https://en.onepiece-cardgame.com/images/cardlist/card/OP04-099.png?250502,0,True
OP04-100-1,OP04-100,1,"Capone""Gang""Bege (Parallel)",1259.0,R,Yellow,OP04,3000.0,3.0,2000.0,-,[Trigger] Up to 1 of your opponent's Leader or Character cards cannot attack during this turn.,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-100_p1.png?250502,0,True
OP04-101-0,OP04-101,0,Carmel,1251.0,C,Yellow,OP04,1000.0,2.0,1000.0,[Your Turn] [On Play] Draw 1 card.,"[Trigger] Play this card. Then, K.O. up to 1 of your opponent's Characters with a cost of 2 or less.",https://en.onepiece-cardgame.com/images/cardlist/card/OP04-101.png?250502,0,True
OP04-102-0,OP04-102,0,Kin'emon,742.0,R,Yellow,OP04,6000.0,6.0,,[Activate: Main] [Once Per Turn] ➀ (You may rest the specified number of DON!! cards in your cost area.) You may add 1 card from the top or bottom of your Life cards to your hand: Set this Character as active.,,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-102.png?250502,0,True
OP04-103-0,OP04-103,0,Kouzuki Hiyori,711.0,UC,Yellow,OP04,,2.0,2000.0,[On Play] Up to 1 of your {Land of Wano} type Leader or Character cards gains +1000 power during this turn.,[Trigger] Play this card.,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-103.png?250502,0,True
OP04-104-1,OP04-104,1,Sanji (Parallel),326.0,SR,Yellow,OP04,5000.0,4.0,1000.0,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",[Trigger] You may trash 1 card from your hand: Play this card.,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-104_p1.png?250502,0,True
OP04-105-0,OP04-105,0,Charlotte Amande,1237.0,R,Yellow,OP04,3000.0,3.0,2000.0,[Activate: Main] [Once Per Turn] You may trash 1 card with a [Trigger] from your hand: Rest up to 1 of your opponent's Characters with a cost of 2 or less.,,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-105.png?250502,0,True
OP04-106-0,OP04-106,0,Charlotte Bavarois,1229.0,C,Yellow,OP04,4000.0,3.0,1000.0,"[DON!! x1] If you have less Life cards than your opponent, this Character gains +1000 power.",[Trigger] You may trash 1 card from your hand: Play this card.,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-106.png?250502,0,True
OP04-107-0,OP04-107,0,Charlotte Perospero,1174.0,C,Yellow,OP04,8000.0,6.0,1000.0,-,,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-107.png?250502,0,True
OP04-108-0,OP04-108,0,Charlotte Moscato,1183.0,UC,Yellow,OP04,4000.0,3.0,1000.0,"[DON!! x1] This Character gains [Banish].(When this card deals damage, the target card is trashed without activating its Trigger.)",[Trigger] You may trash 1 card from your hand: Play this card.,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-108.png?250502,0,True
OP04-109-0,OP04-109,0,Tonoyasu,,C,Yellow,OP04,2000.0,2.0,1000.0,[Activate: Main] You may trash this Character: Up to 1 of your {Land of Wano} type Leader or Character cards gains +3000 power during this turn.,,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-109.png?250502,0,False
OP04-110-0,OP04-110,0,Pound,412.0,C,Yellow,OP04,3000.0,3.0,1000.0,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On K.O.] Add up to 1 of your opponent's Characters with a cost of 3 or less to the top or bottom of your opponent's Life cards face-up.",,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-110.png?250502,0,True
OP04-111-0,OP04-111,0,Hera,903.0,UC,Yellow,OP04,3000.0,5.0,1000.0,[Activate: Main] You may trash 1 of your {Homies} type Characters other than this Character and rest this Character: Set up to 1 of your [Charlotte Linlin] Characters as active.,[Trigger] Play this card.,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-111.png?250502,0,True
OP04-112-1,OP04-112,1,Yamato (Parallel),88.0,SR,Yellow,OP04,9000.0,9.0,,"[On Play] K.O. up to 1 of your opponent's Characters with a cost equal to or less than the total of your and your opponent's Life cards. Then, if you have 1 or less Life cards, add up to 1 card from the top of your deck to the top of your Life cards.",,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-112_p1.png?250502,0,True
OP04-113-0,OP04-113,0,Rabiyan,398.0,C,Yellow,OP04,3000.0,2.0,1000.0,-,[Trigger] Play this card.,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-113.png?250502,0,True
OP04-114-0,OP04-114,0,Randolph,388.0,C,Yellow,OP04,7000.0,5.0,1000.0,-,,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-114.png?250502,0,True
OP04-115-0,OP04-115,0,Gun Modoki,,C,Yellow,OP04,,1.0,,[Main] You may add 1 card from the top or bottom of your Life cards to your hand: Up to 1 of your {Land of Wano} type Characters gains [Double Attack] during this turn.(This card deals 2 damage.),[Trigger] Up to 1 of your Leader or Character cards gains +1000 power during this turn.,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-115.png?250502,0,False
OP04-116-0,OP04-116,0,Diable Jambe Joue Shot,,UC,Yellow,OP04,,3.0,,"[Counter] Up to 1 of your Leader or Character cards gains +6000 power during this battle. Then, if you and your opponent have a total of 4 or less Life cards, K.O. up to 1 of your opponent's Characters with a cost of 2 or less.",[Trigger] Draw 1 card.,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-116.png?250502,0,False
OP04-117-0,OP04-117,0,Heavenly Fire,,R,Yellow,OP04,,1.0,,[Main] Add up to 1 of your opponent's Characters with a cost of 3 or less to the top or bottom of your opponent's Life cards face-up.,[Trigger] You may add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 card from your hand to the top of your Life cards.,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-117.png?250502,0,False
OP04-118-0,OP04-118,0,Nefeltari Vivi,509.0,SEC,Red,OP04,4000.0,7.0,1000.0,All of your red Characters with a cost of 3 or more other than this Character gain [Rush].(This card can attack on the turn in which it is played.),,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-118.png?250502,0,True
OP04-118-1,OP04-118,1,Nefeltari Vivi (Parallel),509.0,SEC,Red,OP04,4000.0,7.0,1000.0,All of your red Characters with a cost of 3 or more other than this Character gain [Rush].(This card can attack on the turn in which it is played.),,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-118_p1.png?250502,0,True
OP04-119-0,OP04-119,0,Donquixote Rosinante,1068.0,SEC,Green,OP04,8000.0,8.0,,"[Opponent's Turn] If this Character is rested, your active Characters with a base cost of 5 cannot be K.O.'d by effects.[On Play] You may rest this Character: Play up to 1 green Character card with a cost of 5 from your hand.",,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-119.png?250502,0,True
OP04-119-1,OP04-119,1,Donquixote Rosinante (Parallel),1068.0,SEC,Green,OP04,8000.0,8.0,,"[Opponent's Turn] If this Character is rested, your active Characters with a base cost of 5 cannot be K.O.'d by effects.[On Play] You may rest this Character: Play up to 1 green Character card with a cost of 5 from your hand.",,https://en.onepiece-cardgame.com/images/cardlist/card/OP04-119_p1.png?250502,0,True
OP01-047-2,OP01-047,2,Trafalgar Law (Parallel),169.0,SP CARD,Green,OP01,6000.0,5.0,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] You may return 1 of your Characters to the owner's hand: Play up to 1 Character card with a cost of 3 or less from your hand.",,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-047_p2.png?250502,0,True
OP01-078-2,OP01-078,2,Boa Hancock (Parallel),1305.0,SP CARD,Blue,OP01,5000.0,4.0,1000.0,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[DON!! x1] [When Attacking]/[On Block] Draw 1 card if you have 5 or less cards in your hand.",,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-078_p2.png?250502,0,True
OP02-004-2,OP02-004,2,Edward.Newgate (Parallel),1051.0,SP CARD,Red,OP02,10000.0,9.0,,"[On Play] Up to 1 of your Leader gains +2000 power until the start of your next turn. Then, you cannot add Life cards to your hand using your own effects during this turn.[DON!! x2] [When Attacking] K.O. up to 1 of your opponent's Characters with 3000 power or less.",,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-004_p2.png?250502,0,True
OP02-085-2,OP02-085,2,Magellan (Parallel),646.0,SP CARD,Purple,OP02,6000.0,5.0,,"[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Your opponent returns 1 DON!! card from their field to their DON!! deck.[Opponent's Turn] When this Character is K.O.'d, your opponent returns 2 DON!! cards from their field to their DON!! deck.",,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-085_p2.png?250502,0,True
OP02-099-2,OP02-099,2,Sakazuki (Parallel),337.0,SP CARD,Black,OP02,7000.0,6.0,,[On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-099_p2.png?250502,0,True
OP03-001-0,OP03-001,0,Portgas.D.Ace,416.0,L,Red,OP03,5000.0,,,"When this Leader attacks or is attacked, you may trash any number of Event or Stage cards from your hand. This Leader gains +1000 power during this battle for every card trashed.",,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-001.png?250502,0,True
OP03-001-1,OP03-001,1,Portgas.D.Ace (Parallel),416.0,L,Red,OP03,5000.0,,,"When this Leader attacks or is attacked, you may trash any number of Event or Stage cards from your hand. This Leader gains +1000 power during this battle for every card trashed.",,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-001_p1.png?250502,0,True
OP03-002-0,OP03-002,0,Adio,1399.0,UC,Red,OP03,5000.0,4.0,1000.0,[DON!! x1] [When Attacking] Your opponent cannot activate a [Blocker] Character that has 2000 or less power during this battle.,,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-002.png?250502,0,True
OP03-004-0,OP03-004,0,Curiel,1116.0,C,Red,OP03,4000.0,3.0,1000.0,This Character cannot attack a Leader on the turn in which it is played.[DON!! x1] This Character gains [Rush].(This card can attack on the turn in which it is played.),,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-004.png?250502,0,True
OP03-005-0,OP03-005,0,Thatch,184.0,UC,Red,OP03,2000.0,1.0,1000.0,"[Activate: Main] [Once Per Turn] This Character gains +2000 power during this turn. Then, trash this Character at the end of this turn.",,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-005.png?250502,0,True
OP03-006-0,OP03-006,0,Speed Jil,245.0,C,Red,OP03,6000.0,4.0,1000.0,-,,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-006.png?250502,0,True
OP03-007-0,OP03-007,0,Namule,514.0,C,Red,OP03,5000.0,3.0,1000.0,-,,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-007.png?250502,0,True
OP03-008-0,OP03-008,0,Buggy,1280.0,UC,Red,OP03,3000.0,1.0,,"This Character cannot be K.O.'d in battle by <Slash> attribute cards.[On Play] Look at 5 cards from the top of your deck; reveal up to 1 red Event and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-008.png?250502,0,True
OP03-009-0,OP03-009,0,Haruta,912.0,C,Red,OP03,3000.0,2.0,1000.0,[Activate: Main] [Once Per Turn] Give up to 1 rested DON!! card to your Leader or 1 of your Characters.,,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-009.png?250502,0,True
OP03-010-0,OP03-010,0,Fossa,1020.0,C,Red,OP03,2000.0,2.0,1000.0,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-010.png?250502,0,True
OP03-011-0,OP03-011,0,Blamenco,1312.0,UC,Red,OP03,3000.0,2.0,1000.0,[DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters −2000 power during this turn.,,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-011.png?250502,0,True
OP03-012-0,OP03-012,0,Marshall.D.Teach,623.0,R,Red,OP03,6000.0,4.0,,"[When Attacking] You may trash 1 of your red Characters with 4000 power or more: Draw 1 card. Then, this Character gains +1000 power during this battle.",,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-012.png?250502,0,True
OP03-013-0,OP03-013,0,Marco,635.0,SR,Red,OP03,6000.0,5.0,1000.0,[Your Turn] [On Play] K.O. up to 1 of your opponent's Characters with 3000 power or less.[On K.O.] You may trash 1 Event from your hand: You may play this Character card from your trash rested.,,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-013.png?250502,0,True
OP03-013-1,OP03-013,1,Marco (Parallel),635.0,SR,Red,OP03,6000.0,5.0,1000.0,[Your Turn] [On Play] K.O. up to 1 of your opponent's Characters with 3000 power or less.[On K.O.] You may trash 1 Event from your hand: You may play this Character card from your trash rested.,,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-013_p1.png?250502,0,True
OP03-014-0,OP03-014,0,Monkey.D.Garp,559.0,UC,Red,OP03,5000.0,3.0,,[When Attacking] Play up to 1 red Character card with a cost of 1 from your hand.,,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-014.png?250502,0,True
OP03-015-0,OP03-015,0,Lim,1395.0,UC,Red,OP03,2000.0,3.0,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[Opponent's Turn] When this Character is K.O.'d, give up to 1 of your opponent's Leader or Character cards −2000 power during this turn.",,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-015.png?250502,0,True
OP03-016-0,OP03-016,0,Flame Emperor,,R,Red,OP03,,7.0,,"[Main] If your Leader is [Portgas.D.Ace], K.O. up to 1 of your opponent's Characters with 8000 power or less, and your Leader gains [Double Attack] and +3000 power during this turn.(This card deals 2 damage.)",[Trigger] K.O. up to 1 of your opponent's Characters with 6000 power or less.,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-016.png?250502,0,False
OP03-017-0,OP03-017,0,Cross Fire,,UC,Red,OP03,,2.0,,"[Main]/[Counter] If your Leader's type includes ""Whitebeard Pirates"", give up to 1 of your opponent's Characters −4000 power during this turn.",[Trigger] Activate this card's [Main] effect.,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-017.png?250502,0,False
OP03-018-0,OP03-018,0,Fire Fist,,R,Red,OP03,,3.0,,[Main] You may trash 1 Event from your hand: K.O. up to 1 of your opponent's Characters with 5000 power or less and up to 1 of your opponent's Characters with 4000 power or less.,[Trigger] K.O. up to 1 of your opponent's Characters with 5000 power or less.,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-018.png?250502,0,False
OP03-018-1,OP03-018,1,Fire Fist (Parallel),,R,Red,OP03,,3.0,,[Main] You may trash 1 Event from your hand: K.O. up to 1 of your opponent's Characters with 5000 power or less and up to 1 of your opponent's Characters with 4000 power or less.,[Trigger] K.O. up to 1 of your opponent's Characters with 5000 power or less.,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-018_p1.png?250502,0,False
OP03-019-0,OP03-019,0,Fiery Doll,,C,Red,OP03,,2.0,,[Main] Your Leader gains +4000 power during this turn.,[Trigger] Give up to 1 of your opponent's Leader or Character cards -10000 power during this turn.,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-019.png?250502,0,False
OP03-020-0,OP03-020,0,Striker,,C,Red,OP03,,1.0,,"[Activate: Main] ② (You may rest the specified number of DON!! cards in your cost area.) You may rest this Stage: If your Leader is [Portgas.D.Ace], look at 5 cards from the top of your deck; reveal up to 1 Event and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-020.png?250502,0,False
OP03-021-0,OP03-021,0,Kuro,694.0,L,Green,OP03,5000.0,,,"[Activate: Main] ③ (You may rest the specified number of DON!! cards in your cost area.) You may rest 2 of your {East Blue} type Characters: Set this Leader as active, and rest up to 1 of your opponent's Characters with a cost of 5 or less.",,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-021.png?250502,0,True
OP03-021-1,OP03-021,1,Kuro (Parallel),694.0,L,Green,OP03,5000.0,,,"[Activate: Main] ③ (You may rest the specified number of DON!! cards in your cost area.) You may rest 2 of your {East Blue} type Characters: Set this Leader as active, and rest up to 1 of your opponent's Characters with a cost of 5 or less.",,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-021_p1.png?250502,0,True
OP03-022-0,OP03-022,0,Arlong,1356.0,L,Green/Yellow,OP03,5000.0,,,[DON!! x2] [When Attacking] ① (You may rest the specified number of DON!! cards in your cost area.): Play up to 1 Character card with a cost of 4 or less and a [Trigger] from your hand.,,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-022.png?250502,0,True
OP03-022-1,OP03-022,1,Arlong (Parallel),1356.0,L,Green/Yellow,OP03,5000.0,,,[DON!! x2] [When Attacking] ① (You may rest the specified number of DON!! cards in your cost area.): Play up to 1 Character card with a cost of 4 or less and a [Trigger] from your hand.,,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-022_p1.png?250502,0,True
